'bamb_1b', 0, '1_5', 'gg_bamb_1b', 'cs_bamb_1b', 'cs_a', 'cs_b', 7930000, 0, 65543, 'バンブー', 'バンブー', 0, 0, 0, 'ha_bamb_1b', 270481475, 0, 0, 0, 0, 1
'manh_8', 0, '8', 'gg_manh_8', 'cs_manh_8', 'cs_manh_8a', 'cs_manh_8b', 12779700, 0, 65664, 'アスパラセイジン', 'アスパラ星人', 0, 1, 0, 'ha_aspara_23a', 270781680, -1, -1, 0, 0, 23
'dosue_23a', 16, '23', 'gg_dosue_23a', 'cs_dosue_23a', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 691, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23a', 270781556, -1, -1, 0, 0, 23
'dosue_23b', 16, '23', 'gg_dosue_23b', 'cs_dosue_23b', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 66227, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23b', 270781556, -1, -1, 0, 0, 23
'ai_23a', 2048, '23', 'gg_ai_23a', 'cs_ai_23a', 'cs_ai_23a', 'cs_ai_23b', 13435100, 0, 692, 'アイ', 'あい', 0, 1, 0, 'ha_ai_23a', 270781412, -1, -1, 0, 0, 23
'umaru_23a', 16, '23', 'gg_umaru_23a', 'cs_umaru_23a', 'cs_umaru_23a', 'cs_umaru_23b', 16056510, 0, 693, 'ウマルチャン', 'うまるちゃん', 0, 1, 0, 'ha_umaru_23a', 270781268, -1, -1, 0, 0, 23
'rie_16a', 0, '16', 'gg_rie_16a', 'cs_rie_16a', 'cs_rie_16a', 'cs_rie_16b', 14090435, 0, 1703941, 'リエチャン', 'リエ囿ちゃん', 0, 1, 0, 'ha_rie_23a', 270781228, -1, -1, 0, 0, 23
'little_csa', 20, 'cs10_', 'gg_little_csa', 'cs_little_csa', 'cs_little_csa', 'cs_little_csb', 12451980, 1, 694, 'リトルレーズン', 'リトルレーズン', 0, 0, 0, 'ha_little_csa', 270781108, -1, -1, 0, 0, 23
'little_csb', 20, 'cs10_', 'gg_little_csb', 'cs_little_csb', 'cs_little_csa', 'cs_little_csb', 12451980, 1, 66230, 'リトルレーズン', 'リトルレーズン', 0, 0, 0, 'ha_little_csb', 270781108, -1, -1, 0, 0, 23
'bob_csa', 20, 'cs10_', 'gg_bob_csa', 'cs_bob_csa', 'cs_bob_csa', 'cs_bob_csb', 7864470, 0, 695, 'ボブ・ザ・スパイダー', 'ボブ・ザ・スパイダー', 0, 0, 0, 'ha_bob_csa', 270780968, -1, -1, 0, 0, 23
'bob_csb', 20, 'cs10_', 'gg_bob_csb', 'cs_bob_csb', 'cs_bob_csa', 'cs_bob_csb', 7864470, 0, 66231, 'ボブ・ザ・スパイダー', 'ボブ・ザ・スパイダー', 0, 0, 0, 'ha_bob_csb', 270780968, -1, -1, 0, 0, 23
'grim_23a', 16, '23', 'gg_grim_23a', 'cs_grim_23a', 'cs_grim_23a', 'cs_grim_23b', 13762750, 0, 696, 'グリム', 'グリム', 0, 1, 0, 'ha_grim_23a', 270780840, -1, -1, 0, 0, 23
'grim_23b', 16, '23', 'gg_grim_23b', 'cs_grim_23b', 'cs_grim_23a', 'cs_grim_23b', 13762750, 0, 66232, 'グリム', 'グリム', 0, 1, 0, 'ha_grim_23b', 270780840, -1, -1, 0, 0, 23
'ace_23a', 16, '23', 'gg_ace_23a', 'cs_ace_23a', 'cs_ace_23a', 'cs_ace_23b', 12779720, 0, 697, 'エース', 'エース', 0, 1, 0, 'ha_ace_23a', 270780712, -1, -1, 0, 0, 23
'ace_23b', 16, '23', 'gg_ace_23b', 'cs_ace_23b', 'cs_ace_23a', 'cs_ace_23b', 12779720, 0, 66233, 'エース', 'エース', 0, 1, 0, 'ha_ace_23b', 270780712, -1, -1, 0, 0, 23
'iroha_23a', 1040, '23', 'gg_iroha_23a', 'cs_iroha_23a', 'cs_iroha_23a', 'cs_iroha_23b', 13435095, 0, 698, 'イロハ', 'いろは', 0, 1, 0, 'ha_iroha_23a', 270780564, -1, -1, 0, 0, 23
'iroha_23b', 1040, '23', 'gg_iroha_23b', 'cs_iroha_23b', 'cs_iroha_23a', 'cs_iroha_23b', 13435095, 0, 66234, 'イロハ', 'いろは', 0, 1, 0, 'ha_iroha_23b', 270780564, -1, -1, 0, 0, 23
'dan_23a', 16, '23', 'gg_dan_23a', 'cs_dan_23a', 'cs_dan_23a', 'cs_dan_23b', 10813630, 0, 699, 'ダン', 'ダン', 0, 1, 0, 'ha_dan_23a', 270780428, -1, -1, 0, 0, 23
'dan_23b', 16, '23', 'gg_dan_23b', 'cs_dan_23b', 'cs_dan_23a', 'cs_dan_23b', 10813630, 0, 66235, 'ダン', 'ダン', 0, 1, 0, 'ha_dan_23b', 270780428, -1, -1, 0, 0, 23
'dosue_23c', 0, '23', 'gg_dosue_23c', 'cs_dosue_23c', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 131763, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23c', 270780316, -1, -1, 0, 0, 23
'dosue_23d', 0, '23', 'gg_dosue_23d', 'cs_dosue_23d', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 197299, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23d', 270780236, -1, -1, 0, 0, 23
'dosue_23e', 0, '23', 'gg_dosue_23e', 'cs_dosue_23e', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 262835, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23e', 270780152, -1, -1, 0, 0, 23
'dosue_23f', 0, '23', 'gg_dosue_23f', 'cs_dosue_23f', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 328371, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23f', 270780068, -1, -1, 0, 0, 23
'dosue_23g', 0, '23', 'gg_dosue_23g', 'cs_dosue_23g', 'cs_dosue_23a', 'cs_dosue_23b', 15073475, 0, 393907, 'ドスエ', 'どすえ', 0, 1, 0, 'ha_dosue_23g', 270779988, -1, -1, 0, 0, 23
'tanaka_23a', 16, '23', 'gg_tanaka_23a', 'cs_tanaka_23a', 'cs_tanaka_23a', 'cs_tanaka_23b', 15073437, 0, 700, 'タナカサン', '田中さん', 0, 1, 0, 'ha_tanaka_23a', 270779856, -1, -1, 0, 0, 23
'tanaka_23b', 16, '23', 'gg_tanaka_23b', 'cs_tanaka_23b', 'cs_tanaka_23a', 'cs_tanaka_23b', 15073437, 0, 66236, 'タナカサン', '田中さん', 0, 1, 0, 'ha_tanaka_23b', 270779856, -1, -1, 0, 0, 23
'vela_23a', 1040, '23', 'gg_vela_23a', 'cs_vela_23a', 'cs_vela_23a', 'cs_vela_23b', 10158280, 0, 701, 'ベラ', 'ベラ', 0, 1, 0, 'ha_vela_23a', 270779716, -1, -1, 0, 0, 23
'vela_23b', 1040, '23', 'gg_vela_23b', 'cs_vela_23b', 'cs_vela_23a', 'cs_vela_23b', 10158280, 0, 66237, 'ベラ', 'ベラ', 0, 1, 0, 'ha_vela_23b', 270779716, -1, -1, 0, 0, 23
'smile_23a', 16, '23', 'gg_smile_23a', 'cs_smile_23a', 'cs_smile_23a', 'cs_smile_23b', 12452030, 0, 262202, 'スマイル', 'スマイル', 0, 1, 0, 'ha_smile_23a', 270779572, -1, -1, 0, 0, 23
'smile_23b', 16, '23', 'gg_smile_23b', 'cs_smile_23b', 'cs_smile_23a', 'cs_smile_23b', 12452030, 0, 327738, 'スマイル', 'スマイル', 0, 1, 0, 'ha_smile_23b', 270779572, -1, -1, 0, 0, 23
'horn_23a', 16, '23', 'gg_horn_23a', 'cs_horn_23a', 'cs_horn_23a', 'cs_horn_23b', 13762772, 0, 702, 'ホルン', 'ほるん', 0, 1, 0, 'ha_horn_23a', 270779420, -1, -1, 0, 0, 23
'horn_23b', 16, '23', 'gg_horn_23b', 'cs_horn_23b', 'cs_horn_23a', 'cs_horn_23b', 13762772, 0, 66238, 'ホルン', 'ほるん', 0, 1, 0, 'ha_horn_23b', 270779420, -1, -1, 0, 0, 23
'alya_23a', 16, '23', 'gg_alya_23a', 'cs_alya_23a', 'cs_alya_23a', 'cs_alya_23b', 12124300, 0, 703, 'アルヤ', 'アルヤ', 0, 1, 0, 'ha_alya_23a', 270779284, -1, -1, 0, 0, 23
'alya_23b', 16, '23', 'gg_alya_23b', 'cs_alya_23b', 'cs_alya_23a', 'cs_alya_23b', 12124300, 0, 66239, 'アルヤ', 'アルヤ', 0, 1, 0, 'ha_alya_23b', 270779284, -1, -1, 0, 0, 23
'meteor_23a', 0, '23', 'gg_meteor_23a', 'cs_meteor_23a', 'cs_meteor_23a', 'cs_meteor_23b', 11796710, 0, 704, 'メテオ', 'メテオ', 0, 1, 0, 'ha_meteor_23a', 270779132, -1, -1, 0, 0, 23
'meteor_23b', 0, '23', 'gg_meteor_23b', 'cs_meteor_23b', 'cs_meteor_23a', 'cs_meteor_23b', 11796710, 0, 66240, 'メテオ', 'メテオ', 0, 1, 0, 'ha_meteor_23b', 270779132, -1, -1, 0, 0, 23
'melissa_23a', 0, '23', 'gg_melissa_23a', 'cs_melissa_23a', 'cs_melissa_23a', 'cs_melissa_23b', 12452012, 0, 705, 'メリッサ', 'メリッサ', 0, 1, 0, 'ha_melissa_23a', 270778976, -1, -1, 0, 0, 23
'melissa_23b', 0, '23', 'gg_melissa_23b', 'cs_melissa_23b', 'cs_melissa_23a', 'cs_melissa_23b', 12452012, 0, 66241, 'メリッサ', 'メリッサ', 0, 1, 0, 'ha_melissa_23b', 270778976, -1, -1, 0, 0, 23
'loof_23a', 0, '23', 'gg_loof_23a', 'cs_loof_23a', 'cs_loof_23a', 'cs_loof_23b', 11141330, 0, 706, 'ルーフ', 'ルーフ', 0, 1, 0, 'ha_loof_23a', 270778832, -1, -1, 0, 0, 23
'loof_23b', 0, '23', 'gg_loof_23b', 'cs_loof_23b', 'cs_loof_23a', 'cs_loof_23b', 11141330, 0, 66242, 'ルーフ', 'ルーフ', 0, 1, 0, 'ha_loof_23b', 270778832, -1, -1, 0, 0, 23
'mimi_23c', 16, '23', 'gg_mimi_23c', 'cs_mimi_23c', 'cs_mimi_23a', 'cs_mimi_23b', 14745780, 0, 3211264, 'ミミ', 'ミミ', 0, 1, 0, 'ha_mimi_23c', 270778716, -1, -1, 0, 0, 23
'nyami_23c', 16, '23', 'gg_nyami_23c', 'cs_nyami_23c', 'cs_nyami_23a', 'cs_nyami_23b', 14745800, 0, 3145729, 'ニャミ', 'ニャミ', 0, 1, 0, 'ha_nyami_23c', 270778716, -1, -1, 0, 0, 23
'senshi_23a', 16, '23', 'gg_senshi_23a', 'cs_senshi_23a', 'cs_senshi_23a', 'cs_senshi_23b', 15728845, 0, 707, 'センシイイイイ', '戦士いいいい', 0, 1, 0, 'ha_senshi_23a', 270778520, -1, -1, 0, 0, 23
'senshi_23b', 16, '23', 'gg_senshi_23b', 'cs_senshi_23b', 'cs_senshi_23a', 'cs_senshi_23b', 15728845, 0, 66243, 'センシイイイイ', '戦士いいいい', 0, 1, 0, 'ha_senshi_23b', 270778520, -1, -1, 0, 0, 23
'hayato_23a', 16, '23', 'gg_hayato_23a', 'cs_hayato_23a', 'cs_hayato_23a', 'cs_hayato_23b', 11796640, 0, 196757, 'ハヤト', 'ハヤト', 0, 1, 0, 'ha_hayato_23a', 270778368, -1, -1, 0, 0, 23
'hayato_23b', 16, '23', 'gg_hayato_23b', 'cs_hayato_23b', 'cs_hayato_23a', 'cs_hayato_23b', 11796640, 0, 262293, 'ハヤト', 'ハヤト', 0, 1, 0, 'ha_hayato_23b', 270778368, -1, -1, 0, 0, 23
'judy_23a', 16, '23', 'gg_judy_23a', 'cs_judy_23a', 'cs_judy_23a', 'cs_judy_23b', 11468993, 0, 2031619, 'ジュディ', 'ジュディ', 0, 1, 0, 'ha_judy_23a', 270778236, -1, -1, 0, 0, 23
'judy_23b', 16, '23', 'gg_judy_23b', 'cs_judy_23b', 'cs_judy_23a', 'cs_judy_23b', 11468993, 0, 2097155, 'ジュディ', 'ジュディ', 0, 1, 0, 'ha_judy_23b', 270778236, -1, -1, 0, 0, 23
'amulet_23a', 16, '23', 'gg_amulet_23a', 'cs_amulet_23a', 'cs_amulet_23a', 'cs_amulet_23b', 11600075, 0, 708, 'アミュレット', 'アミュレット', 0, 1, 0, 'ha_amulet_23a', 270778076, -1, -1, 0, 0, 23
'amulet_23b', 16, '23', 'gg_amulet_23b', 'cs_amulet_23b', 'cs_amulet_23a', 'cs_amulet_23b', 11600075, 0, 66244, 'アミュレット', 'アミュレット', 0, 1, 0, 'ha_amulet_23b', 270778076, -1, -1, 0, 0, 23
'yagura_23a', 16, '23', 'gg_yagura_23a', 'cs_yagura_23a', 'cs_yagura_23a', 'cs_yagura_23b', 10485953, 0, 709, 'ヤグラドン', 'やぐらどん', 0, 1, 0, 'ha_yagura_23a', 270777900, -1, -1, 0, 0, 23
'yagura_23b', 16, '23', 'gg_yagura_23b', 'cs_yagura_23b', 'cs_yagura_23a', 'cs_yagura_23b', 10485953, 0, 66245, 'ヤグラドン', 'やぐらどん', 0, 1, 0, 'ha_yagura_23b', 270777900, -1, -1, 0, 0, 23
'mimi_24a', 0, '24', 'gg_mimi_24a', 'cs_mimi_24a', 'cs_mimi_24a', 'cs_mimi_24b', 14418112, 1, 3276800, 'ミミ', 'ミミ', 0, 1, 0, 'ha_mimi_24a', 270777760, -1, -1, 0, 0, 24
'mimi_24b', 0, '24', 'gg_mimi_24b', 'cs_mimi_24b', 'cs_mimi_24a', 'cs_mimi_24b', 14418112, 1, 3342336, 'ミミ', 'ミミ', 0, 1, 0, 'ha_mimi_24b', 270777760, -1, -1, 0, 0, 24
'nyami_24a', 0, '24', 'gg_nyami_24a', 'cs_nyami_24a', 'cs_nyami_24a', 'cs_nyami_24b', 14418112, 1, 3211265, 'ニャミ', 'ニャミ', 0, 1, 0, 'ha_nyami_24a', 270777760, -1, -1, 0, 0, 24
'nyami_24b', 0, '24', 'gg_nyami_24b', 'cs_nyami_24b', 'cs_nyami_24a', 'cs_nyami_24b', 14418112, 1, 3276801, 'ニャミ', 'ニャミ', 0, 1, 0, 'ha_nyami_24b', 270777760, -1, -1, 0, 0, 24
'pisce_24a', 0, '24', 'gg_pisce_24a', 'cs_pisce_24a', 'cs_pisce_24a', 'cs_pisce_24b', 12779720, 0, 710, 'ピスケ', 'ピスケ', 0, 1, 0, 'ha_pisce_24a', 270777492, -1, -1, 0, 0, 24
'pisce_24b', 0, '24', 'gg_pisce_24b', 'cs_pisce_24b', 'cs_pisce_24a', 'cs_pisce_24b', 12779720, 0, 66246, 'ピスケ', 'ピスケ', 0, 1, 0, 'ha_pisce_24b', 270777492, -1, -1, 0, 0, 24
'lou_24a', 0, '24', 'gg_lou_24a', 'cs_lou_24a', 'cs_lou_24a', 'cs_lou_24b', 12124372, 0, 711, 'ルーサン', 'ルーさん', 0, 1, 0, 'ha_lou_24a', 270777340, -1, -1, 0, 0, 24
'lou_24b', 0, '24', 'gg_lou_24b', 'cs_lou_24b', 'cs_lou_24a', 'cs_lou_24b', 12124372, 0, 66247, 'ルーサン', 'ルーさん', 0, 1, 0, 'ha_lou_24b', 270777340, -1, -1, 0, 0, 24
'takuto_24a', 0, '24', 'gg_takuto_24a', 'cs_takuto_24a', 'cs_takuto_24a', 'cs_takuto_24b', 16056570, 0, 131736, 'タクト', 'タクト', 0, 1, 0, 'ha_takuto_24a', 270777200, -1, -1, 0, 0, 24
'takuto_24b', 0, '24', 'gg_takuto_24b', 'cs_takuto_24b', 'cs_takuto_24a', 'cs_takuto_24b', 16056570, 0, 197272, 'タクト', 'タクト', 0, 1, 0, 'ha_takuto_24b', 270777200, -1, -1, 0, 0, 24
'tamamo_24a', 0, '24', 'gg_tamamo_24a', 'cs_tamamo_24a', 'cs_tamamo_24a', 'cs_tamamo_24b', 10158270, 0, 712, 'タマモギンマル', '玉藻銀丸', 0, 1, 0, 'ha_tamamo_24a', 270777024, -1, -1, 0, 0, 24
'tamamo_24b', 0, '24', 'gg_tamamo_24b', 'cs_tamamo_24b', 'cs_tamamo_24a', 'cs_tamamo_24b', 10158270, 0, 66248, 'タマモギンマル', '玉藻銀丸', 0, 1, 0, 'ha_tamamo_24b', 270777024, -1, -1, 0, 0, 24
'jyouro_24a', 0, '24', 'gg_jyouro_24a', 'cs_jyouro_24a', 'cs_jyouro_24a', 'cs_jyouro_24b', 13107393, 0, 713, 'ジョウロヒメ', '如雨露ひめ', 0, 1, 0, 'ha_jyouro_24a', 270776848, -1, -1, 0, 0, 24
'jyouro_24b', 0, '24', 'gg_jyouro_24b', 'cs_jyouro_24b', 'cs_jyouro_24a', 'cs_jyouro_24b', 13107393, 0, 66249, 'ジョウロヒメ', '如雨露ひめ', 0, 1, 0, 'ha_jyouro_24b', 270776848, -1, -1, 0, 0, 24
'odile_17a', 0, '17', 'gg_odile_17a', 'cs_odile_17a', 'cs_odile_17a', 'cs_odile_17b', 13435067, 0, 131551, 'オディール', 'オディール', 0, 1, 0, 'ha_odile_24a', 270776756, -1, -1, 0, 0, 24
'taiga_22a', 0, '22', 'gg_taiga_22a', 'cs_taiga_22a', 'cs_taiga_22a', 'cs_taiga_22b', 11796645, 0, 131731, 'タイガ', '大牙', 0, 1, 0, 'ha_taiga_24a', 270776716, -1, -1, 0, 0, 24
'kaorin_20a', 0, '20', 'gg_kaorin_20a', 'cs_kaorin_20a', 'cs_kaorin_20a', 'cs_kaorin_20b', 13435065, 0, 131680, 'カオリン', 'かおりん', 0, 1, 0, 'ha_kaorin_24a', 270776668, -1, -1, 0, 0, 24
'reo_20a', 16, '20', 'gg_reo_20a', 'cs_reo_20a', 'cs_reo_20a', 'cs_reo_20b', 12255427, 0, 393239, 'レオクン', 'レオくん', 0, 1, 0, 'ha_reo_24a', 270776620, -1, -1, 0, 0, 24
'gift_11a', 0, '11', 'gg_gift_11a', 'cs_gift_11a', 'cs_gift_11a', 'cs_gift_11b', 11796671, 0, 131303, 'デイヴ', 'デイヴ', 0, 1, 0, 'ha_dave_24a', 270776576, -1, -1, 0, 0, 24
'rave_16a', 16, '16', 'gg_rave_16a', 'cs_rave_16a', 'cs_rave_16a', 'cs_rave_16b', 11468980, 0, 720905, 'レイヴガール', 'レイヴガール', 0, 1, 0, 'ha_rave_24a', 270776524, -1, -1, 0, 0, 24
'mirai_11a', 16, '11', 'gg_mirai_11a', 'cs_mirai_11a', 'cs_mirai_11a', 'cs_mirai_11b', 8192180, 0, 131301, 'ミステルフンガーノ', 'ミステルフンガーノ', 0, 1, 0, 'ha_fungano_24a', 270776476, -1, -1, 0, 0, 24
'eclat_24a', 16, '24', 'gg_eclat_24a', 'cs_eclat_24a', 'cs_eclat_24a', 'cs_eclat_24b', 9830590, 0, 714, 'エクラ', 'エクラ', 0, 1, 0, 'ha_eclat_24a', 270776360, -1, -1, 0, 0, 24
'eclat_24b', 0, '24', 'gg_eclat_24b', 'cs_eclat_24b', 'cs_eclat_24a', 'cs_eclat_24b', 9830590, 0, 66250, 'エクラ', 'エクラ', 0, 1, 0, 'ha_eclat_24b', 270776360, -1, -1, 0, 0, 24
'chermin_24a', 0, '24', 'gg_chermin_24a', 'cs_chermin_24a', 'cs_chermin_24a', 'cs_chermin_24b', 14418120, 0, 715, 'チェルミン', 'ちぇるみん', 0, 1, 0, 'ha_chermin_24a', 270776192, -1, -1, 0, 0, 24
'chermin_24b', 0, '24', 'gg_chermin_24b', 'cs_chermin_24b', 'cs_chermin_24a', 'cs_chermin_24b', 14418120, 0, 66251, 'チェルミン', 'ちぇるみん', 0, 1, 0, 'ha_chermin_24b', 270776192, -1, -1, 0, 0, 24
'sigre_24a', 16, '24', 'gg_sigre_24a', 'cs_sigre_24a', 'cs_sigre_24a', 'cs_sigre_24b', 13107410, 0, 716, 'シグレ', '時雨', 0, 1, 0, 'ha_sigre_24a', 270776024, -1, -1, 0, 0, 24
'sigre_24b', 16, '24', 'gg_sigre_24b', 'cs_sigre_24b', 'cs_sigre_24a', 'cs_sigre_24b', 13107410, 0, 66252, 'シグレ', '時雨', 0, 1, 0, 'ha_sigre_24b', 270776024, -1, -1, 0, 0, 24
'ash_24a', 16, '24', 'gg_ash_24a', 'cs_ash_24a', 'cs_ash_24a', 'cs_ash_24b', 10617037, 0, 917512, 'アッシュ', 'アッシュ', 0, 1, 0, 'ha_ash_24a', 270775896, -1, -1, 0, 0, 24
'ash_24b', 16, '24', 'gg_ash_24b', 'cs_ash_24b', 'cs_ash_24a', 'cs_ash_24b', 10617037, 0, 983048, 'アッシュ', 'アッシュ', 0, 1, 0, 'ha_ash_24b', 270775896, -1, -1, 0, 0, 24
'bamb_1a', 2049, '24', 'gg_bamb_1a', 'cs_bamb_1a', 'cs_a', 'cs_b', 12124387, 0, 65535, '', '', 0, 1, 0, '', 270481475, -1, -1, 0, 0, 0
'ai_24a', 2, '24', 'gg_ai_24a', 'cs_ai_23a', 'cs_ai_24a', 'cs_ai_24b', 13435100, 0, 66228, 'アイ', 'あい', 0, 1, 0, 'ha_ai_23a', 270781412, -1, -1, 0, 0, 24
'ai_24b', 2, '24', 'gg_ai_24a', 'cs_ai_23a', 'cs_ai_24a', 'cs_ai_24b', 13435100, 0, 131764, 'アイ', 'あい', 0, 1, 0, 'ha_ai_23a', 270781412, -1, -1, 0, 0, 24
'ai_24c', 2, '24', 'gg_ai_24a', 'cs_ai_23a', 'cs_ai_24a', 'cs_ai_24b', 13435100, 0, 197300, 'アイ', 'あい', 0, 1, 0, 'ha_ai_23a', 270781412, -1, -1, 0, 0, 24
'bamb_1a', 2049, '24', 'gg_bamb_1a', 'cs_bamb_1a', 'cs_a', 'cs_b', 10158280, 0, 131071, '', '', 0, 1, 0, '', 270481475, -1, -1, 0, 0, 0
'bamb_1a', 2049, '24', 'gg_bamb_1a', 'cs_bamb_1a', 'cs_a', 'cs_b', 10158280, 0, 131071, '', '', 0, 1, 0, '', 270481475, -1, -1, 0, 0, 0
'pastel_24a', 1040, '24', 'gg_pastel_24a', 'cs_pastel_24a', 'cs_pastel_24a', 'cs_pastel_24b', 16384190, 0, 718, 'パステルクン', 'パステルくん', 0, 1, 0, 'ha_pastel_24a', 270775664, -1, -1, 0, 0, 24
'fune_24a', 16, '24', 'gg_fune_24a', 'cs_fune_24a', 'cs_fune_24a', 'cs_fune_24b', 11796670, 0, 719, 'セイル', 'セイル', 0, 1, 0, 'ha_fune_24a', 270775568, -1, -1, 0, 0, 24
'fune_24b', 16, '24', 'gg_fune_24b', 'cs_fune_24b', 'cs_fune_24a', 'cs_fune_24b', 11796670, 0, 66255, 'セイル', 'セイル', 0, 1, 0, 'ha_fune_24b', 270775568, -1, -1, 0, 0, 24
'kac_24a', 16, '24', 'gg_kac_24a', 'cs_kac_24a', 'cs_kac_24a', 'cs_kac_24b', 15728787, 0, 720, 'リル', 'リル', 0, 1, 0, 'ha_kac_24a', 270775432, -1, -1, 0, 0, 24
'kac_24b', 16, '24', 'gg_kac_24b', 'cs_kac_24b', 'cs_kac_24a', 'cs_kac_24b', 15728787, 0, 66256, 'リル', 'リル', 0, 1, 0, 'ha_kac_24b', 270775432, -1, -1, 0, 0, 24
'syuten_24a', 16, '24', 'gg_syuten_24a', 'cs_syuten_24a', 'cs_syuten_24a', 'cs_syuten_24b', 11141308, 0, 721, 'シュテンライガ', '酒呑雷牙', 0, 1, 0, 'ha_syuten_24a', 270775276, -1, -1, 0, 0, 24
'syuten_24b', 16, '24', 'gg_syuten_24b', 'cs_syuten_24b', 'cs_syuten_24a', 'cs_syuten_24b', 11141308, 0, 66257, 'シュテンライガ', '酒呑雷牙', 0, 1, 0, 'ha_syuten_24b', 270775276, -1, -1, 0, 0, 24
'oj_24a', 16, '24', 'gg_oj_24a', 'cs_oj_24a', 'cs_oj_24a', 'cs_oj_24b', 12320960, 0, 524598, 'オージェイツヨシ', 'OJ つよし', 0, 1, 0, 'ha_oj_24a', 270775136, -1, -1, 0, 0, 24
'oj_24b', 16, '24', 'gg_oj_24b', 'cs_oj_24b', 'cs_oj_24a', 'cs_oj_24b', 12320960, 0, 590134, 'オージェイツヨシ', 'OJ つよし', 0, 1, 0, 'ha_oj_24b', 270775136, -1, -1, 0, 0, 24
'saki_18a', 16, '18', 'gg_saki_18a', 'cs_saki_18a', 'cs_saki_18a', 'cs_saki_18b', 9371823, 288, 131597, 'クニオシ', 'クニオシ', 0, 1, 0, 'ha_kunioshi_24a', 270775060, -1, -1, 0, 0, 24
'kagami_24a', 16, '24', 'gg_kagami_18a', 'cs_kagami_18a', 'cs_kagami_18a', 'cs_kagami_18b', 6357087, 256, 131570, 'カガミ', 'カガミ', 0, 0, 0, 'ha_kagami_24a', 270775000, -1, -1, 0, 0, 24
'navi_24a', 16, '24', 'gg_navi_24a', 'cs_navi_24a', 'cs_navi_24a', 'cs_navi_24b', 13762750, 0, 722, 'ナビ', 'ナビ', 0, 1, 0, 'ha_navi_24a', 270774900, -1, -1, 0, 0, 24
'navi_24b', 16, '24', 'gg_navi_24b', 'cs_navi_24b', 'cs_navi_24a', 'cs_navi_24b', 13762750, 0, 66258, 'ナビ', 'ナビ', 0, 1, 0, 'ha_navi_24b', 270774900, -1, -1, 0, 0, 24
'knit_24a', 1040, '24', 'gg_knit_24a', 'cs_knit_24a', 'cs_knit_24a', 'cs_knit_24b', 13107391, 0, 197177, 'ニット', 'ニット', 0, 1, 0, 'ha_knit_24a', 270774776, -1, -1, 0, 0, 24
'knit_24b', 1040, '24', 'gg_knit_24b', 'cs_knit_24b', 'cs_knit_24a', 'cs_knit_24b', 13107391, 0, 262713, 'ニット', 'ニット', 0, 1, 0, 'ha_knit_24b', 270774776, -1, -1, 0, 0, 24
'knit_24c', 1040, '24', 'gg_knit_19a', 'cs_knit_19a', 'cs_knit_19a', 'cs_knit_19b', 9502825, 256, 328249, 'ニット', 'ニット', 0, 0, 0, 'ha_knit_24c', 270774688, -1, -1, 0, 0, 24
'knit_19a', 1040, '19', 'gg_knit_19a', 'cs_knit_19a', 'cs_knit_19a', 'cs_knit_19b', 13566119, 256, 393785, 'ニット', 'ニット', 0, 1, 0, 'ha_knit_24d', 270774644, -1, -1, 0, 0, 24
'bamb_1a', 3, '24', 'gg_bamb_1a', 'cs_bamb_1a', 'cs_a', 'cs_b', 0, 0, 65535, '', '', 0, 1, 0, '', 270481475, -1, -1, 0, 0, 0
'glen_24a', 16, '24', 'gg_glen_24a', 'cs_glen_24a', 'cs_glen_24a', 'cs_glen_24b', 11468980, 0, 723, 'グレン', 'グレン', 0, 1, 0, 'ha_glen_24a', 270774556, -1, -1, 0, 0, 24
'glen_24b', 16, '24', 'gg_glen_24b', 'cs_glen_24b', 'cs_glen_24a', 'cs_glen_24b', 11468980, 0, 66259, 'グレン', 'グレン', 0, 1, 0, 'ha_glen_24b', 270774556, -1, -1, 0, 0, 24
'trinity_17a', 16, '17', 'gg_trinity_17a', 'cs_trinity_17a', 'cs_trinity_17a', 'cs_trinity_17b', 10813585, 256, 131545, 'トリニティ', 'トリニティ', 0, 1, 0, 'ha_trinity_24a', 270774476, -1, -1, 0, 0, 24
'hatena_24a', 16, '24', 'gg_hatena_24a', 'cs_hatena_24a', 'cs_hatena_24a', 'cs_hatena_24b', 9502950, 0, 131477, '？', '？', 0, 1, 0, 'ha_hatena_24a', 270774388, -1, -1, 0, 0, 24
'hatena_24b', 16, '24', 'gg_hatena_24b', 'cs_hatena_24b', 'cs_hatena_24a', 'cs_hatena_24b', 9502950, 0, 197013, '？', '？', 0, 1, 0, 'ha_hatena_24b', 270774388, -1, -1, 0, 0, 24
